ID,OBRA,CREATED,DESCRICAO,CLASSE_COMP,INSUMO_ATUAL,IP_D,UNIDADE,COEF_SIURB
138,Obra B,2021-05-26 08:50:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.92982456140351,H/M2,1.3203
139,Obra B,2021-05-26 09:45:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.675675675675676,H/M2,1.3203
140,Obra B,2021-05-26 10:25:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.723053892215569,H/M2,1.3203
141,Obra B,2021-05-28 09:02:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.619095477386935,H/M2,1.3203
142,Obra B,2021-05-28 11:25:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.807056229327453,H/M2,1.3203
143,Obra B,2021-05-31 12:00:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.613967766692249,H/M2,1.3203
144,Obra B,2021-06-04 08:35:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.6953125,H/M2,1.3203
145,Obra B,2021-06-04 08:42:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.890625,H/M2,1.3203
146,Obra B,2021-06-04 14:00:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.980392156862745,H/M2,1.3203
147,Obra B,2021-06-07 10:50:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.814388489208633,H/M2,1.3203
148,Obra B,2021-06-07 11:00:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.740462789243277,H/M2,1.3203
149,Obra B,2021-06-08 11:50:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.732813607370659,H/M2,1.3203
150,Obra B,2021-06-08 14:10:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.519440124416796,H/M2,1.3203
151,Obra B,2021-06-09 09:30:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.559049615653389,H/M2,1.3203
152,Obra B,2021-06-09 10:52:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.600886917960089,H/M2,1.3203
153,Obra B,2021-06-10 12:25:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.593258426966292,H/M2,1.3203
154,Obra B,2021-06-11 10:45:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.706713780918728,H/M2,1.3203
155,Obra B,2021-06-11 10:55:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.891566265060241,H/M2,1.3203
156,Obra B,2021-06-14 08:15:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.67597765363128,H/M2,1.3203
157,Obra B,2021-06-30 11:45:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.542740841248304,H/M2,1.3203
158,Obra B,2021-07-01 09:14:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.779220779220779,H/M2,1.3203
159,Obra B,2021-07-01 11:00:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.592991913746631,H/M2,1.3203
160,Obra B,2021-07-01 11:10:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.543079407015999,H/M2,1.3203
161,Obra B,2021-07-05 08:57:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.614525139664804,H/M2,1.3203
162,Obra B,2021-07-05 09:40:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.414474732982624,H/M2,1.3203
163,Obra B,2021-07-05 11:20:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.65720294426919,H/M2,1.3203
164,Obra B,2021-07-06 08:50:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.01449275362319,H/M2,1.3203
165,Obra B,2021-07-07 11:38:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.68495428096426,H/M2,1.3203
166,Obra B,2021-07-12 08:42:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.57575757575758,H/M2,1.3203
167,Obra B,2021-07-12 12:20:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.68269230769231,H/M2,1.3203
168,Obra B,2021-07-26 11:46:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.526202749140893,H/M2,1.3203
169,Obra B,2021-07-27 11:05:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.767178118745831,H/M2,1.3203
170,Obra B,2021-07-27 11:12:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.911680911680912,H/M2,1.3203
171,Obra B,2021-07-29 09:40:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.5616399887672,H/M2,1.3203
172,Obra B,2021-07-29 10:05:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.864197530864198,H/M2,1.3203
173,Obra B,2021-07-29 12:45:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.67987567987568,H/M2,1.3203
174,Obra B,2021-07-30 09:57:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.1760752688172,H/M2,1.3203
175,Obra B,2021-07-30 11:05:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.499131944444444,H/M2,1.3203
176,Obra B,2021-07-30 12:41:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.52014652014652,H/M2,1.3203
177,Obra B,2021-08-02 11:15:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.594273365748244,H/M2,1.3203
178,Obra B,2021-08-02 11:30:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.916201117318436,H/M2,1.3203
179,Obra B,2021-08-02 13:02:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.80412371134021,H/M2,1.3203
180,Obra B,2021-08-03 11:15:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.03703703703704,H/M2,1.3203
181,Obra B,2021-08-03 11:27:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.685358255451713,H/M2,1.3203
182,Obra B,2021-08-04 09:40:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,4.70796460176991,H/M2,1.3203
183,Obra B,2021-08-04 11:12:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.530973451327434,H/M2,1.3203
184,Obra B,2021-08-05 08:20:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.575757575757576,H/M2,1.3203
185,Obra B,2021-08-06 13:47:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.694505494505495,H/M2,1.3203
186,Obra B,2021-08-09 10:45:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.65210843373494,H/M2,1.3203
187,Obra B,2021-08-10 12:40:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.22565320665083,H/M2,1.3203
188,Obra B,2021-08-12 11:45:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.51975683890577,H/M2,1.3203
189,Obra B,2021-08-12 12:25:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.638689866939611,H/M2,1.3203
190,Obra B,2021-08-13 09:20:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.75,H/M2,1.3203
191,Obra B,2021-08-13 10:00:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.731261425959781,H/M2,1.3203
192,Obra B,2021-08-13 12:52:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.751322751322751,H/M2,1.3203
193,Obra B,2021-08-16 09:30:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.998336106489185,H/M2,1.3203
194,Obra B,2021-08-16 12:12:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.2785046728972,H/M2,1.3203
195,Obra B,2021-08-19 10:55:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.71339563862928,H/M2,1.3203
196,Obra B,2021-08-20 11:40:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.9534706331045,H/M2,1.3203
197,Obra C,2021-04-13 13:44:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.664586583463338,H/M2,1.3203
198,Obra C,2021-04-13 15:57:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.655226209048362,H/M2,1.3203
199,Obra C,2021-04-14 14:57:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.44941176470588,H/M2,1.3203
200,Obra C,2021-04-22 09:00:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,3.94088669950739,H/M2,1.3203
201,Obra C,2021-04-22 15:50:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.25606469002695,H/M2,1.3203
202,Obra C,2021-04-26 10:59:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.48673946957878,H/M2,1.3203
203,Obra C,2021-04-29 11:20:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.12962962962963,H/M2,1.3203
204,Obra C,2021-05-06 13:35:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.12888888888889,H/M2,1.3203
205,Obra C,2021-05-07 14:22:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.777777777777778,H/M2,1.3203
206,Obra C,2021-05-10 12:00:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.35637480798771,H/M2,1.3203
207,Obra C,2021-05-11 10:40:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.91705069124424,H/M2,1.3203
208,Obra C,2021-05-11 16:30:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.925925925925926,H/M2,1.3203
209,Obra C,2021-05-14 14:37:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.19072164948454,H/M2,1.3203
210,Obra C,2021-05-20 11:10:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.9140625,H/M2,1.3203
211,Obra C,2021-05-21 10:45:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.565217391304348,H/M2,1.3203
212,Obra C,2021-05-26 12:20:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.95,H/M2,1.3203
213,Obra C,2021-05-27 12:00:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.5234375,H/M2,1.3203
214,Obra C,2021-06-07 21:40:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.11928429423459,H/M2,1.3203
215,Obra C,2021-06-08 15:50:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.31481481481481,H/M2,1.3203
216,Obra C,2021-06-09 10:43:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.08823529411765,H/M2,1.3203
217,Obra C,2021-06-10 10:45:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.921052631578947,H/M2,1.3203
218,Obra C,2021-06-11 11:30:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,1.97056603773585,H/M2,1.3203
219,Obra C,2021-06-15 09:40:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.15924426450742,H/M2,1.3203
220,Obra C,2021-06-16 09:15:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.87719298245614,H/M2,1.3203
221,Obra C,2021-06-24 13:00:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.690335305719921,H/M2,1.3203
222,Obra C,2021-06-29 10:33:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.28070175438596,H/M2,1.3203
223,Obra C,2021-07-01 10:30:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.879765395894428,H/M2,1.3203
224,Obra C,2021-07-08 09:45:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.664652567975831,H/M2,1.3203
225,Obra C,2021-07-14 11:55:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.713291579679889,H/M2,1.3203
226,Obra C,2021-07-27 12:05:00,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,0.665946724262059,H/M2,1.3203
227,Obra C,2021-07-28 12:12:30,BLOCOS VAZADOS DE CONCRETO - 09CM,ALVENARIA BLOCOS DE CONCRETO 1,MAO DE OBRA,2.2020725388601,H/M2,1.3203
228,Obra B,2021-04-16 11:02:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.64304600740349,H/M2,1.4034
229,Obra B,2021-05-17 08:00:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.644122383252818,H/M2,1.4034
230,Obra B,2021-05-19 08:00:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1,H/M2,1.4034
231,Obra B,2021-05-19 11:40:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.549915397631134,H/M2,1.4034
232,Obra B,2021-05-19 12:00:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.335946248600224,H/M2,1.4034
233,Obra B,2021-05-20 11:15:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.503095975232198,H/M2,1.4034
234,Obra B,2021-05-25 09:50:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.656455142231947,H/M2,1.4034
235,Obra B,2021-05-27 09:25:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.65979381443299,H/M2,1.4034
236,Obra B,2021-05-28 12:37:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.706033376123235,H/M2,1.4034
237,Obra B,2021-06-04 09:42:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.876984126984127,H/M2,1.4034
238,Obra B,2021-06-07 10:22:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.567465321563682,H/M2,1.4034
239,Obra B,2021-06-08 10:35:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.618046971569839,H/M2,1.4034
240,Obra B,2021-06-11 09:30:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.70940170940171,H/M2,1.4034
241,Obra B,2021-06-16 11:45:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.06442577030812,H/M2,1.4034
242,Obra B,2021-06-17 12:16:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.17604617604618,H/M2,1.4034
243,Obra B,2021-06-21 10:25:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.64836003051106,H/M2,1.4034
244,Obra B,2021-06-30 10:45:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.462962962962963,H/M2,1.4034
245,Obra B,2021-06-30 14:04:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.6,H/M2,1.4034
246,Obra B,2021-06-30 14:15:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.5,H/M2,1.4034
247,Obra B,2021-07-01 12:50:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.550314465408805,H/M2,1.4034
248,Obra B,2021-07-05 14:00:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.40650406504065,H/M2,1.4034
249,Obra B,2021-07-05 14:10:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.554235946159937,H/M2,1.4034
250,Obra B,2021-07-06 08:55:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.721500721500722,H/M2,1.4034
251,Obra B,2021-07-06 12:42:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.18874332848132,H/M2,1.4034
252,Obra B,2021-07-07 08:05:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.777777777777778,H/M2,1.4034
253,Obra B,2021-07-07 12:14:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.58728622136173,H/M2,1.4034
254,Obra B,2021-07-07 13:30:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.26811594202899,H/M2,1.4034
255,Obra B,2021-07-08 10:02:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.747126436781609,H/M2,1.4034
256,Obra B,2021-07-20 09:10:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.66666666666667,H/M2,1.4034
257,Obra B,2021-07-26 10:47:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.559413580246914,H/M2,1.4034
258,Obra B,2021-07-29 09:05:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.811965811965812,H/M2,1.4034
259,Obra B,2021-07-29 14:00:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.50251256281407,H/M2,1.4034
260,Obra B,2021-07-30 09:15:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.768321513002364,H/M2,1.4034
261,Obra B,2021-08-05 12:48:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.703791469194313,H/M2,1.4034
262,Obra B,2021-08-06 08:40:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.27884615384615,H/M2,1.4034
263,Obra B,2021-08-09 14:27:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.71356783919598,H/M2,1.4034
264,Obra B,2021-08-11 11:30:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.16019900497512,H/M2,1.4034
265,Obra B,2021-08-12 11:20:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.981132075471698,H/M2,1.4034
266,Obra B,2021-08-13 09:40:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.34741784037559,H/M2,1.4034
267,Obra B,2021-08-13 13:32:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.0188679245283,H/M2,1.4034
268,Obra B,2021-08-16 14:00:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.51413881748072,H/M2,1.4034
269,Obra C,2021-04-12 14:11:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.277142857142857,H/M2,1.4034
270,Obra C,2021-04-12 14:36:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.974504249291785,H/M2,1.4034
271,Obra C,2021-04-13 13:43:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.20113314447592,H/M2,1.4034
272,Obra C,2021-04-13 14:06:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.42857142857143,H/M2,1.4034
273,Obra C,2021-04-13 15:20:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.946175637393768,H/M2,1.4034
274,Obra C,2021-04-14 14:25:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.902237926972909,H/M2,1.4034
275,Obra C,2021-04-15 14:27:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,2.2015503875969,H/M2,1.4034
276,Obra C,2021-04-15 16:07:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.605536332179931,H/M2,1.4034
277,Obra C,2021-04-19 12:30:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.36882129277567,H/M2,1.4034
278,Obra C,2021-04-20 11:35:00,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,1.09049429657795,H/M2,1.4034
279,Obra C,2021-04-20 15:42:30,BLOCOS VAZADOS DE CONCRETO - 14CM,ALVENARIA BLOCOS DE CONCRETO 2,MAO DE OBRA,0.405714285714286,H/M2,1.4034
